task_id,episode_idx,name,difficulty_level
745,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_4_initstate_0,1
746,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_6_initstate_0,3
747,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_8_initstate_0,1
748,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_10_initstate_0,3
749,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_350_initstate_0,2
750,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_352_initstate_0,2
751,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_354_initstate_0,2
752,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_6_356_initstate_0,2
753,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_31_0_100_0_0_initstate_0,2
754,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_31_15_100_0_0_initstate_0,5
755,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_32_0_100_0_0_initstate_0,3
756,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_32_15_100_0_0_initstate_0,5
757,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_33_0_100_0_0_initstate_0,4
758,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_33_15_100_0_0_initstate_0,5
759,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_34_0_100_0_0_initstate_0,3
760,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_34_15_100_0_0_initstate_0,5
761,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_35_0_100_0_0_initstate_0,4
762,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_35_15_100_0_0_initstate_0,5
763,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_36_0_100_0_0_initstate_0,4
764,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_36_15_100_0_0_initstate_0,5
765,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_37_0_100_0_0_initstate_0,3
766,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_37_15_100_0_0_initstate_0,5
767,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_38_0_100_0_0_initstate_0,3
768,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_38_15_100_0_0_initstate_0,5
769,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_39_0_100_0_0_initstate_0,4
770,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_39_15_100_0_0_initstate_0,5
771,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_40_0_100_0_0_initstate_0,4
772,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_40_15_100_0_0_initstate_0,5
773,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_41_0_100_0_0_initstate_0,4
774,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_41_15_100_0_0_initstate_0,5
775,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_42_0_100_0_0_initstate_0,5
776,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_42_15_100_0_0_initstate_0,5
777,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_43_0_100_0_0_initstate_0,5
778,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_43_15_100_0_0_initstate_0,5
779,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_44_0_100_0_0_initstate_0,5
780,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_45_15_100_0_0_initstate_0,5
781,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_131_0_0_initstate_0,4
782,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_132_0_0_initstate_0,4
783,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_133_0_0_initstate_0,4
784,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_134_0_0_initstate_0,4
785,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_135_0_0_initstate_0,5
786,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_136_0_0_initstate_0,5
787,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_137_0_0_initstate_0,3
788,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_138_0_0_initstate_0,5
789,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_139_0_0_initstate_0,4
790,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_2_initstate_0,5
791,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_4_initstate_0,5
792,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_6_initstate_0,5
793,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_8_initstate_0,5
794,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_10_initstate_0,5
795,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_350_initstate_0,5
796,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_352_initstate_0,5
797,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_354_initstate_0,5
798,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_356_initstate_0,5
799,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_8_358_initstate_0,3
800,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_46_0_100_0_0_initstate_0,3
801,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_46_15_100_0_0_initstate_0,5
802,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_47_0_100_0_0_initstate_0,5
803,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_47_15_100_0_0_initstate_0,5
804,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_48_0_100_0_0_initstate_0,5
805,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_48_15_100_0_0_initstate_0,5
806,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_49_0_100_0_0_initstate_0,5
807,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_49_15_100_0_0_initstate_0,5
808,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_50_0_100_0_0_initstate_0,5
809,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_50_15_100_0_0_initstate_0,5
810,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_51_0_100_0_0_initstate_0,4
811,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_52_0_100_0_0_initstate_0,5
812,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_52_15_100_0_0_initstate_0,5
813,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_53_0_100_0_0_initstate_0,5
814,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_53_15_100_0_0_initstate_0,5
815,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_54_0_100_0_0_initstate_0,5
816,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_54_15_100_0_0_initstate_0,5
817,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_55_0_100_0_0_initstate_0,3
818,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_55_15_100_0_0_initstate_0,5
819,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_56_0_100_0_0_initstate_0,5
820,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_56_15_100_0_0_initstate_0,5
821,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_0_100_0_0_initstate_0,5
822,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_15_100_0_0_initstate_0,5
823,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_58_0_100_0_0_initstate_0,5
824,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_58_15_100_0_0_initstate_0,5
825,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_59_0_100_0_0_initstate_0,4
826,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_59_15_100_0_0_initstate_0,5
827,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_60_0_100_0_0_initstate_0,5
828,0,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_60_15_100_0_0_initstate_0,5
829,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_141_0_0_initstate_0,3
830,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_142_0_0_initstate_0,3
831,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_144_0_0_initstate_0,3
832,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_145_0_0_initstate_0,5
833,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_146_0_0_initstate_0,3
834,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_147_0_0_initstate_0,3
835,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_148_0_0_initstate_0,4
836,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_149_0_0_initstate_0,4
837,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_150_0_0_initstate_0,4
838,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_2_initstate_0,5
839,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_4_initstate_0,5
840,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_6_initstate_0,5
841,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_8_initstate_0,5
842,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_10_initstate_0,5
843,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_350_initstate_0,5
844,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_352_initstate_0,5
845,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_354_initstate_0,5
846,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_356_initstate_0,4
847,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_358_initstate_0,5
848,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_61_0_100_0_0_initstate_0,5
849,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_61_15_100_0_0_initstate_0,5
850,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_62_0_100_0_0_initstate_0,5
851,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_62_15_100_0_0_initstate_0,5
852,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_63_0_100_0_0_initstate_0,5
853,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_63_15_100_0_0_initstate_0,5
854,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_64_0_100_0_0_initstate_0,5
855,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_64_15_100_0_0_initstate_0,5
856,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_65_0_100_0_0_initstate_0,5
857,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_65_15_100_0_0_initstate_0,5
858,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_66_0_100_0_0_initstate_0,5
859,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_67_15_100_0_0_initstate_0,5
860,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_68_0_100_0_0_initstate_0,5
861,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_68_15_100_0_0_initstate_0,5
862,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_69_0_100_0_0_initstate_0,5
863,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_69_15_100_0_0_initstate_0,5
864,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_70_0_100_0_0_initstate_0,5
865,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_70_15_100_0_0_initstate_0,5
866,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_71_0_100_0_0_initstate_0,5
867,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_71_15_100_0_0_initstate_0,5
868,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_72_0_100_0_0_initstate_0,5
869,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_72_15_100_0_0_initstate_0,5
870,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_73_0_100_0_0_initstate_0,5
871,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_73_15_100_0_0_initstate_0,5
872,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_74_0_100_0_0_initstate_0,5
873,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_74_15_100_0_0_initstate_0,5
